event_id,name,event_name,category,item_id,item_quantity,event_time
9ea26b95-4e10-4852-bc9c-9baf0b7b64d7,Justin Lewis,Click_item,Eletronic,2e6062f773df57cd14fe39876d4209ad058dbbc6,0,2023-10-20 08:57:50.217728
d9103056-4340-4bd8-bc9a-8fe09372a24e,Steven Rosales,Click_item,Clothes,609960946d87a4067932f02ac9ade13cf314994c,0,2023-10-20 08:57:50.217891
d8645263-7bc9-4a5e-8c3d-a98ffd74985c,Alexandria Williams,Purchase_item,Clothes,faa4a3e5658ecd25f5509f8879109cc6ed8f8367,2,2023-10-20 08:57:50.218057
68082ecf-e67c-4e7b-b93b-efade2def122,Mary Johnson,Click_item_description,Eletronic,a694dc8cd97e455934ac4bea4abfa30db1d643f8,0,2023-10-20 08:57:50.218162
3c86bc8b-be2f-4e58-b4d7-795225482dd6,Brian Hansen,Review_item,Game,6890c46ff66ceb7d1479dc2404aa6d826d917db6,0,2023-10-20 08:57:50.218251
e46364fa-fa34-4e40-b5c7-73879ba83ad1,Stephen Anderson,Review_item,Eletronic,72e98dac2bb3f7d282149a777052fdd7fca90294,0,2023-10-20 08:57:50.218338
213813f5-2f5d-4b1d-9c7f-b1c9c58af629,Ashlee Clark,Review_item,Food,9ea9dab2d3c4c5c3f65835f55d9e1aebd1beb6ca,0,2023-10-20 08:57:50.218427
ee87e151-794e-41b9-9abd-a6cae78dfa40,Scott Alexander,Click_item_description,Clothes,b56c7c556f17f1431806290df165aedeb113483a,0,2023-10-20 08:57:50.218520
879c45ae-a780-406a-b975-c43386a51ffd,Daniel Peterson,Click_item,Clothes,26afb830eb910d5c200e9f0b073b112086451a33,0,2023-10-20 08:57:50.218612
80f7cd16-cadf-48f4-8c34-fe3ddfcc2926,Ryan Marshall,Click_item,Eletronic,40a1bc4d926022359834c6fa97c218d144b0dad3,0,2023-10-20 08:57:50.218700
88ff05d8-c140-44e6-96b3-21548f0d8933,Jeffrey Hill,Click_item,Eletronic,0c51de2597696d0d64f9004c7c5715dca53e1b44,0,2023-10-20 08:57:50.218787
